Sentiment,Tokens,Reviews
positive,"['lớp', 'giảng', 'sinh_viên']","cô lên lớp đúng giờ , giảng bài rất dễ hiểu cho sinh viên ."
negative,"['sâu', 'vấn_đề']",nói sâu về vấn đề khó .
positive,"['thầy', 'nhiệt_tình']","thầy nhiệt tình , dễ chịu ."
negative,"['thầy', 'lớp', 'giấc', 'xuyên', 'đi', 'trễ']","thầy lên lớp không đúng giờ giấc , thường xuyên đi trễ ."
positive,"['đặc_biệt', 'thầy', 'công_sức', 'tập', 'chấm', 'ràng', 'minh_bạch']",đặc biệt hơn là thầy đã bỏ rất nhiều công sức trong việc ra bài tập và chấm điểm một cách rõ ràng và minh bạch .
negative,"['chất', 'phòng', 'máy', 'kém']",chất lượng phòng máy kém .
positive,"['nhiệt_tình', 'tận_dụng', 'thời_gian']",cô rất nhiệt tình và tận dụng tốt thời gian .
negative,['tuân_thủ'],cần tuân thủ đúng và đủ giờ .
positive,"['giảng_viên', 'tận_tâm', 'nhiệt_huyết', 'giảng_dạy']","giảng viên tận tâm , nhiệt huyết trong giảng dạy ."
negative,"['thầy', 'giảng', 'truyền', 'hơi', 'khó_hiểu', 'ví_dụ', 'sinh_viên', 'thể']","thầy giảng nhanh và cách truyền đạt hơi khó hiểu , đưa ra khá ít ví dụ để sinh viên có thể hiểu bài rõ hơn ."
positive,"['thầy', 'nhiệt_tình', 'gũi']","thầy nhiệt tình , gần gũi ."
negative,"['giảng_dạy', 'giảng_viên', 'khó_hiểu', 'rối_rắm']","các giảng dạy của giảng viên còn khó hiểu , rối rắm ."
positive,"['giảng_viên', 'tận_tâm', 'giảng', 'tiếp_thu']","giảng viên tận tâm , giảng dễ hiểu , dễ tiếp thu ."
negative,"['điện_thoại', 'liên_lạc']",điện thoại không liên lạc được .
positive,"['tập', 'code', 'tham_khảo']",bài tập và có code tham khảo .
negative,"['nội_dung', 'thực_hành', 'thay_đổi', 'doubledot', 'tuần', 'thực_hành_lý_thuyết', 'lớp', 'giảng_viên', 'hướng', 'đồ_án', 'kỳ']",nội dung thực hành nên thay đổi doubledot mỗi tuần thực hành các phần lý thuyết trên lớp và giảng viên hướng dẫn làm đồ án cuối kỳ .
positive,"['tận_tâm', 'nhiệt_tình', 'vui', 'sinh_viên']","tận tâm , nhiệt tình , vui tính , dễ gần với sinh viên ."
negative,['thiết_thực_hành'],thiếu thiết bị thật để thực hành .
positive,"['thầy', 'dạy', 'nhiệt_tình']",thầy dạy rất hay và nhiệt tình .
negative,"['thực_tập', 'wireshark']",thực sự em vẫn chưa hiểu ngoài việc để làm bài tập thì wireshark được dùng để làm việc gì khác .
positive,"['thầy', 'tận_tình', 'vui']",thầy tận tình vui tính .
negative,"['sở', 'vật_chất', 'yếu_kém', 'thể', 'slide', 'giảng', 'giáo', 'phòng', 'học', 'nóng']","em nghĩ cơ sở vật chất vẫn còn yếu kém , ngồi xa không thể nhìn rõ được slide bài giảng của cô giáo , phòng học rất nóng ."
positive,"['hứng_thú', 'sinh_viên']",tạo hứng thú cho sinh viên .
negative,"['thiết', 'di_động', 'sinh_viên', 'thực_hành', 'thiết', 'chương_trình', 'mô', 'máy']","cần có các thiết bị di động thật để sinh viên thực hành khi cần thiết , vì các chương trình mô phỏng trên máy tính là không đầy đủ ."
positive,"['giảng', 'hút', 'truyền']",cô giảng hay cuốn hút và truyền đạt dễ hiểu .
negative,"['thống', 'nội_dung', 'môn_học', 'thi', 'phòng', 'đào']",nên thống nhất lại nội dung môn học so với cách thi của phòng đào tạo .
positive,"['hứng_thú', 'học']",có hứng thú học .
negative,"['kỹ_năng', 'thiết', 'toeic', 'đọc']","cần tăng chú ý về kỹ năng cần thiết trong toeic như nghe , đọc ."
positive,"['giảng_viên', 'hướng', 'cụ_thể', 'chi_tiết']","giảng viên hướng dẫn cụ thể , chi tiết ."
negative,"['kính', 'mong', 'giảng_viên', 'thể', 'cho_thêm', 'tập', 'giúp', 'sinh_viên', 'luyện_tập', 'nắm_bắt', 'nội_dung', 'môn_học', 'vận_dụng', 'hiệu_quả', 'giúp_ích', 'học', 'môn']","kính mong giảng viên có thể cho thêm nhiều bài tập nhằm giúp sinh viên luyện tập , nắm bắt nội dung môn học và vận dụng nó hiệu quả hơn , giúp ích cho việc học các môn sau này ."
positive,"['giảng_viên', 'thân_thiện', 'quan_tâm', 'sinh_viên']","giảng viên thân thiện , quan tâm tới sinh viên ."
negative,"['trọng', 'vấn_đề', 'học', 'thực_hành', 'phòng', 'máy', 'đáp_ứng', 'yêu_cầu', 'doubledot', 'trình', 'biên_dịch', 'giáo_viên', 'thực_hành', 'sử_dụng', 'hiệu_quả', 'thực_hành']",cần chú trọng hơn vấn đề học thực hành phòng máy không đáp ứng yêu cầu doubledot không có trình biên dịch giáo viên thực hành không sử dụng hiệu quả giờ thực hành .
positive,"['giáo_viên', 'nhiệt_tình', 'tâm_huyết', 'khả_năng', 'truyền']","giáo viên nhiệt tình , tâm huyết , khả năng truyền đạt tốt ."
negative,"['thầy', 'wzjwz239', 'cộc_lốc', 'vấn_đề', 'thầy', 'thầy', 'quát', 'vào_mặt', 'tạt', 'lạnh', '…', 'xưng_hô', 'mày', '_', 'tao', '(', 'xưng', '_', 'ẩn', ')', 'móc', 'bắt_bẻ', 'sinh_viên']","thầy wzjwz239 nói chuyện cọc lốc , không hiểu vấn đề gì hỏi thầy thì thầy lại như quát vào mặt , tạt nước lạnh , … nói chuyện xưng hô mày - tao ( có lúc thì xưng tớ - cậu nhưng lời nói đầy ẩn ý ) , hay nói móc và tìm cách bắt bẻ sinh viên ."
positive,"['thầy', 'dạy', 'rất_tốt', 'nhiệt_tình']",thầy dạy rất tốt và nhiệt tình .
negative,['hơi'],hơi khó tính ạ .
positive,"['giảng_viên', 'nhiệt_tình', 'phương_pháp', 'giảng_dạy', 'sinh_viên', 'nắm_bắt', 'kiến_thức', 'lớp']","giảng viên rất nhiệt tình , phương pháp giảng dạy hay , sinh viên nắm bắt kiến thức ngay trên lớp ."
negative,"['kiến_thức', 'tiếp_thu_phân']","kiến thức nhiều , khó tiếp thu , phân loại chưa rõ ."
positive,"['hướng', 'thực_hành']",cô hướng dẫn thực hành khá đầy đủ .
negative,"['thầy', 'cho_thêm', 'tập']",thầy nên cho thêm bài tập về nhà .
positive,"['học', 'kinh_nghiệm', 'thầy', 'wzjwz163']",được học nhiều kinh nghiệm từ thầy wzjwz163 .
negative,"['học', 'phòng', 'cạnh', 'công_trình', 'thi_công', 'ồn', 'học', 'thể', 'gián_đoạn']","em học ở phòng mà bên cạnh là công trình đang thi công , khá là ồn ào , vì thế khi học đến phần nghe , em không thể nghe được gì , và bài nghe bị gián đoạn ."
positive,"['kiến_thức', 'thầy', 'rất_tốt', 'bảo_đảm', 'lớp']","kiến thức của thầy rất tốt , bảo đảm giờ lên lớp ."
negative,"['thầy', 'sửa', 'tập', 'lớp', 'thầy', 'giảng', 'lý_thuyết', 'hiệu_quả']","thầy không sửa bài tập , trên lớp thầy chỉ giảng lý thuyết theo em như thế là ít có hiệu quả ."
positive,"['giải', 'nội_dung', 'ràng']",giải thích nội dung mới rõ ràng .
negative,"['thầy', 'quan_tâm']",thầy ít quan tâm .
positive,"['cảm', 'giảng_viên', 'dạy', 'rất_tốt']",tôi cảm thấy giảng viên dạy rất tốt .
negative,"['đánh_giá', 'sinh_viên', 'dám', 'thực_hiện']","không dùng điểm để đánh giá , nó làm sinh viên không dám thực hiện ."
positive,"['giảng_viên', 'thân_thiện', 'nhiệt_tình', 'cởi']",giảng viên thân thiện nhiệt tình cởi mở .
negative,"['khí', 'lớp_học', 'sôi_nổi']",không khí lớp học thì không được sôi nổi .
positive,"['giáo_viên', 'mời', 'công_ty', 'trình_bày', 'giúp', 'sinh_viên', 'cập_nhật', 'kiến_thức', 'thực_tiễn']","giáo viên có mời các công ty về trình bày , giúp sinh viên cập nhật kiến thức thực tiễn ."
negative,"['tập', 'thực_hành', 'tuần', 'hơi', 'mong', 'tập', 'giảng_viên', 'thể', 'cung', 'giải', 'kỹ', 'sinh_viên', 'thể', 'nghiên_cứu']","bài tập thực hành mỗi tuần hơi khó , mong rằng ở mỗi bài tập giảng viên có thể cung cấp bài giải kỹ càng để sinh viên có thể nghiên cứu và hiểu được cách làm ."
positive,"['giảng_viên', 'nhiệt_tình', 'giải_tập']","giảng viên nhiệt tình , giải nhiều bài tập ."
negative,"['thầy', 'tương_tác', 'sinh_viên', 'mail', 'moodle', 'đôi', 'thắc_mắc', 'thầy', 'phản_hồi']",thầy cần có tương tác với sinh viên qua mail hay moodle vì có đôi lúc có thắc mắc nhưng thầy không phản hồi .
positive,"['giảng', 'thầy', 'nhiệt_tình']",bài giảng của thầy rất nhiệt tình .
negative,"['lý_thuyết', 'lặp_lại', 'chán', 'thu_hút']","phần lý thuyết lặp lại nên chán , không thu hút ."
positive,"['giảng_viên', 'nhiệt_tình', 'giảng', 'thu_hút']","giảng viên nhiệt tình , bài giảng thu hút ."
negative,"['sinh_viên', 'phải_có', 'câu', 'xác', 'câu', 'sinh_viên']",khi sinh viên hỏi phải có câu trả lời chính xác không được bỏ qua những câu hỏi của sinh viên .
positive,"['thầy', 'giảng_viên', 'lý_thuyết', 'môn']","nhờ thầy và giảng viên lý thuyết , em đã hiểu rõ về môn này rất nhiều !"
negative,"['thời_gian', 'thực_hành']",cần tăng thời gian thực hành nói lên .
positive,"['thầy', 'nhiệt_tình']",thầy nhiệt tình dễ hiểu .
negative,"['thể', 'lướt']",thì có thể lướt nhanh hơn vì phần này khá dễ .
positive,"['giảng_viên', 'tập']",giảng viên cho bài tập hay .
negative,"['môn_học', 'chương_trình', 'học', 'hơi_nặng', 'môn', 'dược', 'chia', '2', 'môn', 'cấu_trúc', 'liệu', '1', 'cấu_trúc', 'liệu', '2', 'gộp', 'thành', 'sinh_viên', 'tải', 'nổi', 'kiến_thức']","môn học này thật sự rất khó và chương trình học hơi nặng , lúc trước môn này dược chia ra làm 2 môn là cấu trúc dữ liệu 1 và cấu trúc dữ liệu 2 , năm nay lại gộp thành một nên sinh viên khó tải nổi kiến thức ."
positive,"['tận_tâm', 'nhiệt_tình', 'quan_tâm', 'sinh_viên']","tận tâm , nhiệt tình , quan tâm đến sinh viên ."
negative,"['kết_nối_mạng', 'phòng', 'lab']",cần kết nối được mạng trong phòng lab .
positive,"['phản_hồi', 'giải_đáp', 'thắc_mắc', 'sinh_viên']",phản hồi giải đáp thắc mắc cho sinh viên .
negative,['luyện'],luyện nghe nhiều hơn .
positive,"['nhiệt_tình', 'chủ_động', 'học_sinh', 'tiếp_cận', 'môn_học', 'tham_gia', 'chương_trình', 'phong_trào', 'liên_quan', 'nâng', 'kỹ_năng']","nhiệt tình , tạo cách chủ động cho học sinh tiếp cận với môn học và tham gia các chương trình phong trào liên quan để nâng cao kỹ năng ."
negative,"['thầy', 'dạy', 'slide', 'giảng', 'hơi']",thầy dạy bằng slide bài giảng hơi nhanh .
positive,"['dạy', 'tận_tình']","cô dạy rất tận tình , dễ hiểu ."
negative,"['giải', 'cặn_kẽ', 'đi_sâu']",giải thích cặn kẽ đi sâu hơn nữa .
positive,"['thầy', 'nhiệt_tình', 'hài']",thầy rất nhiệt tình với chúng em và điều này làm em rất hài lòng .
negative,"['thời_gian', 'học_tập', 'sót', 'giảng_viên', 'nhiệt_tình', 'giảng_dạy']","thời gian học tập luôn thiếu sót , giảng viên chưa nhiệt tình giảng dạy ."
positive,"['giảng_dạy', 'thầy']",cách giảng dạy của thầy rất hay và có phần dễ hiễu .
negative,['chữ_viết'],chữ viết nhỏ .
positive,['nhiệt_tình_thương'],"nhiệt tình , dễ thương ."
negative,"['xuyên', 'nghỉ', 'thông_báo']",thường xuyên cho nghỉ mà không thông báo .
positive,"['thầy', 'giảng_dạy']",thầy giảng dạy tốt .
negative,"['dạy', 'hơi_cao', 'năng_lực']",dạy hơi cao so với năng lực .
positive,"['giáo_viên', 'lớp', 'giảng', 'sôi_động']","giáo viên lên lớp đúng giờ , giảng bài sôi động ."
negative,"['su', 'giảng_dạy', 'lan_man', 'hiệu_quả']","quá khó tính , giờ cao su , giảng dạy lan man không hiệu quả ."
positive,"['thầy', 'sinh_viên', 'nhiên', 'chia_sẻ', 'kinh_nghiệm', 'thực_tế']","thầy nói chuyện với sinh viên rất tự nhiên , chia sẻ kinh nghiệm thực tế ."
negative,"['giảng_viên', 'giảng', 'nhiệt_tình', 'vui_vẻ', 'hội', 'sinh_viên', 'giảng']","giảng viên giảng không hay , đã vậy còn không nhiệt tình , không vui vẻ , không tạo cơ hội cho sinh viên hỏi về bài giảng ."
positive,"['dạy', 'sát', 'chương_trình']",dạy theo sát chương trình .
negative,"['thầy', 'dạy', 'sức', 'hút', 'nhàm_chán', 'buồn_ngủ', 'sinh_viên']","thầy dạy không có sức hút , nhàm chán , gây buồn ngủ cho sinh viên ."
positive,"['thầy', 'giảng', 'tâm_huyết', 'giảng', 'thực_tiễn']","thầy giảng hay và tâm huyết , bài giảng có tính thực tiễn cao ."
negative,"['giọng', 'êm', 'êm', 'buồn_ngủ']","giọng cô êm êm , dễ buồn ngủ ."
positive,"['đi', 'dạy']",đi dạy đúng giờ .
negative,"['phản_ánh', 'kết', 'tập', 'lơ', 'cười', 'đi', 'đáp_án', 'cụ_thể']","khi phản ánh kết quả bài tập không đúng thì cô lại lơ , cười rồi bỏ đi , không có một đáp án cụ thể ."
positive,"['thầy', 'cung', 'kiến_thức', 'thầy', 'dạy', 'tận_tâm', 'nhiệt_tình']","thầy cung cấp nhiều kiến thức mới , thầy dạy tận tâm và nhiệt tình !"
negative,"['phòng', 'học', 'ồn', 'cạnh', 'khu', 'xây_dựng']",phòng học ồn do cạnh khu xây dựng .
positive,"['ví_dụ', 'minh_họa', 'lý_thuyết_lý_thuyết', 'trừu_tượng']",có tăng thêm nhiều ví dụ để minh họa cho lý thuyết vì có nhiều phần lý thuyết rất trừu tượng .
negative,"['lớp', 'nghỉ', '4', 'tuần', 'liên_tiếp', 'nghỉ']",lớp đã nghỉ 4 tuần liên tiếp chưa tính một vài ngày nghỉ khác .
positive,"['dạy', 'tiếp_thu', 'tập_trung', 'kiến_thức', 'trọng_tâm']","dạy dễ hiểu dễ tiếp thu , tập trung vài kiến thức trọng tâm ."
negative,"['mong', 'thực_hành', 'hỗ_trợ_giảng_viên']",em mong phần thực hành được hỗ trợ nhiều hơn nữa từ phía giảng viên .
positive,"['tận_tâm', 'học_sinh']",cô khá tận tâm cho học sinh .
negative,"['giảng', 'khó_hiểu']",giảng bài khó hiểu .
positive,"['giảng_viên', 'khả_năng', 'truyền', 'kiến_thức']",giảng viên có khả năng truyền đạt kiến thức tốt .
negative,"['hình', 'đăng_ký', 'thầy', 'dạy', 'thầy', 'dạy', 'mấy', 'dạy', 'mấy']",hình như em đăng ký thầy dạy mà thầy dạy mấy buổi người khác dạy mấy buổi thì phải .
positive,"['giáo_viên', 'dạy', 'tận_tâm', 'nhiệt_tình']","giáo viên dạy rất tận tâm , nhiệt tình ."
negative,"['giảng_dạy', 'tập', 'hướng', 'sinh_viên', 'hướng', 'giải_quyết']","chưa giảng dạy nhiều về bài tập , cũng như hướng dẫn sinh viên hướng giải quyết nó ."
positive,"['dạy', 'kỹ']",dạy kỹ .
negative,"['môn', 'wzjwz129', 'giảng_dạy', 'môn', 'wzjwz130', 'học', 'môn', 'chuyên_ngành']",nên đưa môn wzjwz129 vào giảng dạy ngay sau môn wzjwz130 và trước khi học các môn chuyên ngành .
positive,"['thầy', 'dạy', 'tiết', 'học', 'sôi_nổi']","thầy dạy dễ hiểu , tiết học dễ hiểu , sôi nổi ."
