Sentiment,Tokens,Reviews
positive,"['giảng_viên', 'tốt', 'vui_tính']","giảng viên tốt , vui tính ."
negative,"['giọng', 'của', 'giảng_viên', 'rất', 'khó', 'nghe', 'nên', 'không_thể', 'nghe', 'giảng', 'hết', 'những', 'điều', 'thầy', 'nói']",giọng của giảng viên rất khó nghe nên không thể nghe giảng hết những điều thầy nói .
positive,"['tài_liệu', 'đầy_đủ', 'kiến_thức']",tài liệu đầy đủ kiến thức .
negative,"['dạy', 'hơi_nhiều', 'và', 'hơi', 'nhanh']","dạy hơi nhiều , và hơi nhanh ."
positive,"['thầy', 'thân_thiện', 'giải_đáp', 'thắc_mắc', 'và', 'định_hướng', 'nghiên_cứu', 'cho', 'sinh_viên', 'một', 'cách_nhiệt_tình']","thầy thân thiện , giải đáp thắc mắc và định hướng nghiên cứu cho sinh viên một cách nhiệt tình ."
negative,"['nên', 'tạo', 'không_khí', 'thoải_mái', 'cho', 'tiết', 'học', 'để', 'sinh_viên', 'dễ', 'hiểu', 'bài', 'và', 'thêm', 'yêu', 'thích', 'môn_học', 'của', 'giảng_viên']",nên tạo không khí thoải mái cho tiết học để sinh viên dễ hiểu bài và thêm yêu thích môn học của giảng viên .
positive,"['thầy', 'dạy', 'khá', 'nhiệt_tình', 'tận_tâm', 'giúp', 'sinh_viên', 'hiểu', 'rõ', 'bản_chất_vấn_đề', 'nhưng', 'nếu', 'cung_cấp', 'bài', 'giảng', 'cho', 'sinh_viên', 'tham_khảo', 'trước', 'mỗi', 'buổi', 'dạy', 'thì', 'tốt', 'hơn']","thầy dạy khá nhiệt tình , tận tâm , giúp sinh viên hiểu rõ bản chất vấn đề nhưng nếu cung cấp bài giảng cho sinh viên tham khảo trước mỗi buổi dạy thì tốt hơn ."
negative,"['cả', 'năm', 'toàn', 'học', 'vòng', 'lặp', '""', 'if', '""', '""', 'for', '""', '""', 'while', '""', 'đến', 'bữa', 'cuối', 'mới', 'lơ_mơ', 'học', 'được', 'struct', 'với', 'tạo', 'file', 'header', 'mà', 'ra', 'đề', '5_điểm', 'trong', 'phần', 'đó']","cả năm toàn học vòng lặp "" if "" "" for "" "" while "" đến bữa cuối mới lơ mơ học được struct với tạo file header mà ra đề 5 điểm trong phần đó ."
positive,"['giảng_viên', 'tận_tâm', 'nhiệt_tình', 'hòa', 'đồng']","giảng viên tận tâm , nhiệt tình , hòa đồng ."
negative,"['quá', 'dễ', 'dẫn', 'đến', 'buồn_ngủ']",quá dễ dẫn đến buồn ngủ .
positive,"['thầy', 'rất', 'gần_gũi', 'và', 'luôn', 'vui_vẻ', 'lịch_sự', 'với', 'sinh_viên']","thầy rất gần gũi và luôn vui vẻ , lịch sự với sinh viên ."
negative,"['phương_pháp', 'truyền_đạt', 'của', 'giảng_viên', 'chưa', 'hiệu_quả', 'lắm']",phương pháp truyền đạt của giảng viên chưa hiệu quả lắm .
positive,"['hiểu', 'và', 'áp_dụng', 'được', 'vào', 'trong', 'thực_tế', 'cuộc_sống']",hiểu và áp dụng được vào trong thực tế cuộc sống .
negative,"['giáo_viên', 'chưa', 'tạo', 'được', 'không_khí', 'vui_vẻ', 'trong', 'lớp_học']",giáo viên chưa tạo được không khí vui vẻ trong lớp học .
positive,"['sử_dụng', 'nhiều', 'ví_dụ', 'giúp', 'sinh_viên', 'nắm', 'kiến_thức', 'nhanh']",sử dụng nhiều ví dụ giúp sinh viên nắm kiến thức nhanh .
negative,"['có', 'lúc', 'thầy', 'lạc_đề']",có lúc thầy lạc đề .
positive,"['môn', 'này', 'là', 'môn', 'em', 'hài_lòng', 'nhất', 'từ', 'trước', 'tới', 'giờ']",môn này là môn em hài lòng nhất từ trước tới giờ .
negative,"['thầy', 'dạy', 'hơi', 'chậm']",thầy dạy hơi chậm .
positive,"['nhờ', 'thầy', 'wzjwz267', 'dạy', 'thế', 'nhiều', 'sinh_viên', 'tiến_bộ', 'hơn']",nhờ thầy wzjwz267 dạy thế nhiều sinh viên tiến bộ hơn .
negative,"['nhiều', 'phần', 'trong', 'slide', 'bài', 'giảng', 'của', 'giảng_viên', 'không', 'chính_xác']",nhiều phần trong slide bài giảng của giảng viên không chính xác .
positive,"['giáo_viên', 'rất', 'nhẹ_nhàng', 'lịch_sự', 'dễ', 'mến', 'luôn', 'đảm_bảo', 'đủ', 'giờ', 'dạy', 'và', 'luôn', 'đúng', 'giờ']","giáo viên rất nhẹ nhàng lịch sự , dễ mến , luôn đảm bảo đủ giờ dạy và luôn đúng giờ ."
negative,"['môn_học', 'cần', 'phân_chia', 'hợp_lý', 'giữa', 'các', 'phần', 'phần_nào', 'khó', 'cần', 'nhiều', 'thời_gian', 'để', 'học', 'nó', 'phần_nào', 'đã', 'học', 'thì', 'chỉ', 'ra', 'những', 'điểm', 'đặc_biệt', 'cũng', 'như', 'thời_gian', 'học_phần', 'đó', 'rút', 'ngắn', 'lại', 'để', 'các', 'phần', 'chưa', 'học', 'khác', 'sẽ', 'có', 'thời_gian', 'nhiều', 'hơn']","môn học cần phân chia hợp lý giữa các phần , phần nào khó cần nhiều thời gian để học nó , phần nào đã học thì chỉ ra những điểm đặc biệt cũng như thời gian học phần đó rút ngắn lại để các phần chưa học khác sẽ có thời gian nhiều hơn ."
positive,"['cô', 'giải_thích', 'chi_tiết', 'các', 'phần', 'khó_hiểu']",cô giải thích chi tiết các phần khó hiểu .
negative,"['thực_hành', 'đúng', 'tiêu_chí', 'môn_học', 'đi', 'từ', 'dễ', 'đến', 'khó', 'cho', 'sinh_viên', 'học_tập', 'từng', 'bước', 'dễ', 'hiểu', 'giảng_viên', 'tích_cực', 'giải_đáp', 'thắc_mắc', 'và', 'hỗ_trợ', 'sinh_viên', 'trong', 'giờ', 'thực_hành']","thực hành đúng tiêu chí môn học , đi từ dễ đến khó cho sinh viên học tập từng bước dễ hiểu , giảng viên tích cực giải đáp thắc mắc và hỗ trợ sinh viên trong giờ thực hành ."
positive,"['cô', 'dạy', 'tận_tình', 'dễ', 'hiểu']","cô dạy tận tình , dễ hiểu ."
negative,"['nội_dung', 'tiết', 'học', 'còn', 'lan_man', 'cảm_tưởng', 'như', 'thầy', 'đang', 'dạy', 'về', 'tiếng', 'anh', 'chuyên_ngành', 'chứ', 'không', 'đào_sâu', 'về', 'kỹ_thuật']","nội dung tiết học còn lan man , cảm tưởng như thầy đang dạy về tiếng anh chuyên ngành , chứ không đào sâu về kỹ thuật ."
positive,"['giảng_viên', 'làm', 'mẫu', 'một_số', 'bài', 'thực_hành', 'cho', 'sinh_viên']",giảng viên làm mẫu một số bài thực hành cho sinh viên .
negative,"['nên', 'tự_tin', 'hơn', 'trong', 'việc', 'giảng_dạy']",nên tự tin hơn trong việc giảng dạy .
positive,"['giảng_viên', 'thân_thiện']",giảng viên thân thiệt .
negative,"['giảng_viên', 'chưa', 'bám_sát_được', 'sinh_viên']",giảng viên chưa bám sát được sinh viên .
positive,"['thầy', 'giảng', 'bài', 'rất', 'sát', 'với', 'thực_tiễn', 'ngoài', 'đời', 'em', 'rất', 'thích', 'cách', 'truyền_đạt', 'của', 'thầy']","thầy giảng bài rất sát với thực tiễn ngoài đời , em rất thích cách truyền đạt của thầy ."
negative,"['nhiều', 'lúc', 'thầy', 'vẫn', 'nói', 'lý_thuyết', 'nhiều', 'gây', 'nhàm_chán']",nhiều lúc thầy vẫn nói lý thuyết nhiều gây nhàm chán .
positive,"['giảng', 'hay', 'diễn_đạt', 'tốt', 'giúp', 'sinh_viên', 'dễ_dàng', 'tiếp_thu', 'kiến_thức', 'mới']","giảng hay , diễn đạt tốt , giúp sinh viên dễ dàng tiếp thu kiến thức mới ."
negative,"['phòng', 'lab', 'chán', 'lắm', 'hư_hỏng', 'hết', 'cả']","phòng lab chán lắm , hư hỏng hết cả ."
positive,"['giảng_viên', 'rất', 'nhiệt_tình', 'vui_tính_cách', 'truyền_đạt', 'dễ', 'tiếp_thu']","giảng viên rất nhiệt tình , vui tính , cách truyền đạt dễ tiếp thu ."
negative,"['nội_dung', 'môn_học', 'còn', 'khô_cứng']","nội dung môn học còn khô , cứng !"
positive,"['cô', 'đẹp', 'colonsmile']",cô đẹp colonsmile .
negative,"['cô', 'nói', 'hơi_nhỏ', 'nên', 'hơi', 'buồn_ngủ']",cô nói hơi nhỏ nên hơi buồn ngủ .
positive,"['cô', 'dạy', 'rất', 'hay', 'và', 'dễ', 'hiểu', 'kiến_thức', 'về', 'nhiều', 'mặt', 'cuộc_sống', 'cũng', 'được', 'lồng_ghép', 'vào', 'bài', 'giảng', 'giúp', 'bài', 'giảng', 'sinh_động']","cô dạy rất hay và dễ hiểu , kiến thức về nhiều mặt cuộc sống cũng được lồng ghép vào bài giảng giúp bài giảng sinh động ."
negative,"['có', 'lúc', 'dạy', 'khó_hiểu']",có lúc dạy khó hiểu .
positive,"['cô', 'vui_vẻ', 'dễ_thương', 'hỗ_trợ', 'sinh_viên', 'tích_cực']",cô vui vẻ dễ thương hỗ trợ sinh viên tích cực .
negative,"['sau', 'khi', 'đã', 'học', 'xong', 'môn', 'nhập_môn', 'điện_tử', 'em', 'thiết_nghĩ', 'môn_học', 'này', 'cần', 'có', 'thêm', 'những', 'phần', 'học', 'về', 'thực_tế', 'để', 'sinh_viên', 'chúng', 'em', 'có', 'thêm', 'động_lực', 'khi', 'học', 'những', 'phần', 'lý_thuyết', 'đôi_khi', '""', 'khô_khan', '""', 'và', '""', 'xa_lạ', '""', 'đồng_thời', 'sẽ', 'tạo', 'được', 'sự', 'đam_mê', 'với', 'bộ_môn', 'điện_tử', 'nói_chung', 'ngay', 'từ', 'những', 'ngày', 'đầu', 'học', '""', 'nhập_môn', '""']","sau khi đã học xong môn nhập môn điện tử , em thiết nghĩ môn học này cần có thêm những phần học về thực tế , để sinh viên chúng em có thêm động lực khi học những phần lý thuyết đôi khi "" khô khan "" và "" xa lạ "" đồng thời sẽ tạo được sự đam mê với bộ môn điện tử nói chung ngay từ những ngày đầu học "" nhập môn "" ."
positive,"['giảng_viên', 'nhiệt_tình', 'trong', 'quá_trình', 'giảng_dạy']",giảng viên nhiệt tình trong quá trình giảng dạy .
negative,"['cơ_sở', 'dữ_liệu', 'năm', 'nay', 'đã', 'kết_hợp', 'với', 'thiết_kế', 'cơ_sở', 'dữ_liệu', 'rồi', 'kiến_thức', 'nhiều', 'mà', 'thi', 'có', 'phần', 'trắc_nghiệm', 'nữa', 'thì', 'đánh_giá', 'kiến_thức', 'học', 'được', 'chưa', 'đảm_bảo', 'cho', 'lắm', 'ạ']","cơ sở dữ liệu năm nay đã kết hợp với thiết kế cơ sở dữ liệu rồi , kiến thức nhiều mà thi có phần trắc nghiệm nữa thì đánh giá kiến thức học được chưa đảm bảo cho lắm ạ ."
positive,"['nhiệt_tình', 'vui_vẻ', 'với', 'sinh_viên']","nhiệt tình , vui vẻ với sinh viên ."
negative,"['ra', 'đề', 'thì', 'phải_có', 'đáp_án', 'để', 'sinh_viên', 'tập', 'dần', 'thói_quen', 'đọc', 'code']","ra đề thì phải có đáp án , để sinh viên tập dần thói quen đọc code ."
positive,"['thầy', 'dạy', 'nhiệt_tình', 'giúp_đỡ', 'học_sinh', 'hiểu', 'bài', 'giảng', 'cặn_kẽ']","thầy dạy nhiệt tình , giúp đỡ học sinh hiểu bài , giảng cặn kẽ ."
negative,"['em', 'nghĩ', 'là', 'cần', 'thêm', 'bài_tập', 'trên', 'lớp', 'và', 'giải', 'ngay', 'trên', 'lớp']",em nghĩ là cần thêm bài tập trên lớp và giải ngay trên lớp .
positive,"['lại', 'vui_tính', 'nữa']",lại vui tính nữa .
negative,"['môn_học', 'chỉ', 'nên', 'thuyết_trình', 'tìm_hiểu', 'về', 'egov', 'không', 'làm', 'đồ_án']",môn học chỉ nên thuyết trình tìm hiểu về egov không làm đồ án .
positive,"['thầy', 'chuẩn_bị', 'bài', 'thực_hành', 'sát', 'với', 'kiến_thức', 'được', 'học_sinh_viên', 'cần', 'gì', 'có', 'đó']","thầy chuẩn bị bài thực hành sát với kiến thức được học , sinh viên cần gì có đó ."
negative,"['thực_hành', 'hình_thức', '2', 'khó', 'có_thể', 'tham_gia', 'học', 'thường_xuyên', 'lắm', 'ạ']",thực hành hình thức 2 khó có thể tham gia học thường xuyên lắm ạ !
positive,"['thầy', 'tận_tình']",thầy tận tình .
negative,"['bàn', 'ghế', 'còn', 'bụi']",bàn ghế còn bụi .
positive,"['nội_dung', 'thực_hành', 'rất', 'hợp_lý']",nội dung thực hành rất hợp lý .
negative,"['tôi', 'đã', 'thấy', 'giảng_viên', 'chỉ', 'nhìn', 'qua', 'chưa', 'đầy', '30', 'giây', 'và', 'cho', 'điểm', '9', 'ngay', 'lập_tức']",tôi đã thấy giảng viên chỉ nhìn qua chưa đầy 30 giây và cho điểm 9 ngay lập tức .
positive,"['cô', 'dạy', 'kỹ']",cô dạy kỹ .
negative,"['phòng', 'thực_hành', 'nên', 'nâng_cấp', 'máy_tính']",phòng thực hành nên nâng cấp máy tính .
positive,"['nhiệt_tình', 'dễ', 'hiểu', 'đúng', 'giờ']","nhiệt tình , dễ hiểu , đúng giờ ."
negative,"['thầy', 'ít_khi', 'nhắc', 'lại', 'về', 'phần', 'đã', 'dạy', 'hôm', 'trước']",thầy ít khi nhắc lại về phần đã dạy hôm trước .
positive,"['phương_pháp', 'thái_độ', 'và', 'sự', 'nhiệt_tình', 'của', 'giảng_viên']","phương pháp , thái độ và sự nhiệt tình của giảng viên ."
negative,"['thầy', 'nên', 'tham_gia', 'thực_hành', 'cùng', 'sinh_viên', 'không', 'phải', 'là', 'chỉ', 'ngồi', 'một', 'chỗ', 'tụi', 'em', 'tự', 'mày_mò', 'làm', 'xong', 'rồi', 'thầy', 'mới', 'xuống', 'chấm', 'điểm']","thầy nên tham gia thực hành cùng sinh viên , không phải là chỉ ngồi một chỗ , tụi em tự mày mò làm xong rồi thầy mới xuống chấm điểm ."
positive,"['cô', 'nhiệt_tình', 'truyền_đạt', 'cho', 'sinh_viên', 'thường_xuyên', 'giúp_đỡ', 'cho', 'sinh_viên', 'trong', 'những', 'lúc', 'khó_khăn']","cô nhiệt tình truyền đạt cho sinh viên , thường xuyên giúp đỡ cho sinh viên trong những lúc khó khăn ."
negative,"['mong_muốn', 'giảng_viên', 'nào', 'cũng', 'áp_dụng', 'như_vậy', 'thì', 'quá', 'tốt']",mong muốn giảng viên nào cũng áp dụng như vậy thì quá tốt .
positive,"['hài_lòng', 'về', 'cách', 'dạy', 'và', 'phương_thức', 'truyền_đạt', 'của', 'thầy', 'wzjwz161']",hài lòng về cách dạy và phương thức truyền đạt của thầy wzjwz161 .
negative,"['giảng_viên', 'cần', 'chuẩn_bị', 'giáo_án', 'trước', 'khi', 'đến', 'lớp', 'giảng_viên', 'diễn_đạt', 'không', 'tốt', 'cần', 'phải', 'học', 'cách', 'diễn_đạt', 'cho', 'sinh_viên', 'dễ', 'hiểu']","giảng viên cần chuẩn bị giáo án trước khi đến lớp , giảng viên diễn đạt không tốt cần phải học cách diễn đạt cho sinh viên dễ hiểu ."
positive,"['giảng', 'kỹ', 'lý_thuyết', 'trước', 'khi', 'cho', 'sinh_viên', 'bắt_đầu', 'thực_hành']",giảng kỹ lý thuyết trước khi cho sinh viên bắt đầu thực hành .
negative,"['cần', 'học', 'môn', 'lập_trình', 'trực_quan', 'trước']",cần học môn lập trình trực quan trước .
positive,"['thầy', 'dạy', 'rất', 'tích_cực']",thầy dạy rất tích cực .
negative,"['cách', 'truyền_đạt', 'kiến_thức', 'kém', 'hiệu_quả', 'cô', 'dạy', 'giống', 'như', 'là', 'không', 'dạy', 'chỉ', 'đọc', 'chữ', 'trong', 'slide', 'rồi', 'cho', 'sinh_viên', 'làm', 'bài_tập']","cách truyền đạt kiến thức kém hiệu quả , cô dạy giống như là không dạy , chỉ đọc chữ trong slide rồi cho sinh viên làm bài tập ."
positive,"['thầy', 'chịu_khó', 'dạy', 'kỹ', 'nếu', 'sinh_viên', 'chưa', 'hiểu']","thầy chịu khó , dạy kỹ nếu sinh viên chưa hiểu ."
negative,"['làm', 'tốn', 'thời_gian', 'truyền_đạt', 'dẫn', 'đến', 'hứng_thú', 'lên_lớp', 'nghe', 'giảng', 'bị', 'hạn_chế']","làm tốn thời gian truyền đạt , dẫn đến hứng thú lên lớp nghe giảng bị hạn chế ."
positive,"['thầy', 'rất', 'dễ_tính', 'lớp_học', 'vui', 'tạo', 'sự', 'hào_hứng', 'mỗi', 'khi', 'tới', 'lớp']","thầy rất dễ tính , lớp học vui tạo sự hào hứng , mỗi khi tới lớp ."
negative,"['thêm', 'phần', 'anh', 'văn', 'chuyên_ngành', 'vào', 'nội_dung', 'học']",thêm phần anh văn chuyên ngành vào nội dung học .
positive,"['thầy', 'tận_tình', 'hay', 'trao_đổi', 'nhiều', 'với', 'lớp']",thầy tận tình hay trao đổi nhiều với lớp .
negative,"['chưa_có', 'thời_gian', 'cho', 'sinh_viên', 'ngẫm_nghĩ', 'điều', 'mình', 'mới', 'học', 'mà', 'đã', 'qua', 'nội_dung', 'khác', 'để', 'theo', 'kịp', 'chương_trình']",chưa có thời gian cho sinh viên ngẫm nghĩ điều mình mới học mà đã qua nội dung khác để theo kịp chương trình .
positive,"['cô', 'cứ', 'bị', 'đẹp', 'và', 'dễ_thương', 'thế_nào', 'ý']",cô cứ bị đẹp và dễ thương thế nào ý .
negative,"['cập_nhật', 'điểm', 'thi', 'giữa', 'kỳ', 'chậm', 'nên', 'sinh_viên', 'không', 'biết', 'mức_độ', 'phấn_đấu', 'như', 'thế_nào']","cập nhật điểm thi giữa kỳ chậm , nên sinh viên không biết mức độ phấn đấu như thế nào !"
positive,"['giảng_viên', 'gần_gũi', 'vui_vẻ', 'giải_đáp', 'thắc_mắc', 'của', 'sinh_viên']","giảng viên gần gũi , vui vẻ giải đáp thắc mắc của sinh viên ."
negative,"['thầy', 'không', 'vui_tính']",thầy không vui tính .
positive,"['tạo', 'ra', 'một', 'môi_trường', 'năng_động', 'giúp_đỡ', 'nhiều', 'cho', 'sinh_viên', 'trong', 'kỹ_năng', 'học_tập', 'và', 'làm_việc', 'cũng', 'như', 'cách', 'cư_xử', 'trong', 'cuộc_sống']","tạo ra một môi trường năng động , giúp đỡ nhiều cho sinh viên trong kỹ năng học tập và làm việc cũng như cách cư xử trong cuộc sống ."
