Score,pre_Sentiment,Sentiment,Tokens,Reviews
0.0,negative,negative,"['hầu_hết', 'sinh_viên', 'đều', 'ngủ_gật', 'lớp']",hầu hết sinh viên đều ngủ gật trong lớp .
1.0,positive,positive,"['cố', 'động_lực', 'sinh_viên', 'phấn_đấu']",cố tạo động lực cho sinh viên phấn đấu .
-1.0,negative,negative,"['môn_học', 'mặc', 'phòng', 'đào', 'sinh_viên', 'đăng_ký', 'không', 'xếp', 'lịch', 'học', 'phòng', 'học']","môn học này mặc dù phòng đào tạo cho sinh viên đăng ký nhưng em không thấy sắp xếp lịch học , phòng học ."
0.0,negative,positive,"['vui', 'tận_tình', 'chỉ', 'dạy', 'nội_dung', 'giảng', 'chưa', 'kỹ', 'khó_hiểu']","vui tính , tận tình chỉ dạy , nhưng nhiều nội dung giảng chưa kỹ và khó hiểu ."
0.0,negative,negative,"['thầy', 'nên', 'giảng', 'nhanh', 'sinh_viên', 'có_thể', 'thực_hành', 'tốt', 'lý_thuyết', 'chưa_kịp', 'chương_trình', 'thực_hành']",thầy nên giảng bài nhanh hơn để sinh viên có thể thực hành tốt hơn vì lý thuyết chưa kịp chương trình thực hành .
4.0,positive,positive,"['giảng_dạy', 'mới', 'nhiệt_tình', 'dễ', 'hiểu']",cô giảng dạy bài mới rất nhiệt tình và dễ hiểu .
-1.0,negative,negative,"['máy_chiếu', 'phòng', 'mờ']",máy chiếu trong phòng quá mờ .
3.0,positive,positive,"['giáo_viên', 'dạy', 'nhiệt_tình', 'đủ', 'kiến_thức']","giáo viên dạy nhiệt tình , đủ kiến thức ."
-1.0,negative,negative,"['trường', 'cần', 'trang_bị', 'lại', 'máy_chiếu', 'phòng', 'học', 'nóng']","theo em , trường cần trang bị lại máy chiếu , phòng học còn nóng ."
1.0,positive,positive,"['truyền_đạt', 'hay']",cách truyền đạt hay .
0.0,negative,negative,"['nên', 'tụi', 'thiết_kế', 'dữ_liệu', 'giao_diện', 'phầm', 'mềm', 'chuyên_nghiệp']",cô nên cho tụi em xem thiết kế dữ liệu cũng như giao diện cũng những phầm mềm chuyên nghiệp .
4.0,positive,positive,"['thầy', 'kinh_nghiệm', 'vốn_sống', 'thực_tế', 'thích']","thầy nói nhiều về kinh nghiệm , vốn sống thực tế em rất thích ."
-1.0,negative,negative,"['thông_quan_trọng', 'môn_học', 'thay_đổi', 'môn_học', 'cần', 'thông_báo', 'sinh_viên', 'kênh', 'website', 'môn_học', 'cổng', 'thông', 'đào', 'forum']",một số thông tin quan trọng của môn học hoặc một số thay đổi của môn học cần thông báo đến sinh viên qua một số kênh như website môn học hoặc cổng thông tin đào tạo hoặc forum .
2.0,positive,positive,"['thầy', 'dạy', 'chỉ', 'nhiệt_tình', 'hiền', 'giảng', 'hay']","thầy dạy , chỉ bài nhiệt tình , hiền , giảng hay ."
-4.0,negative,negative,"['phát_âm', 'giảng_viên', 'chưa_được', 'chuẩn', 'lắm', 'thiếu', 'quan_tâm', 'sinh_viên', 'lớp']","phát âm của giảng viên chưa được chuẩn lắm , thiếu quan tâm đến một số sinh viên trong lớp ."
2.0,positive,positive,"['vui', 'thân_thiện']","cô vui tính , thân thiện ."
-3.0,negative,negative,"['thầy', 'giảng', 'nhỏ', 'dạy', 'chán', 'buồn_ngủ']","thầy giảng bài quá nhỏ , cách dạy quá chán và buồn ngủ ."
4.0,positive,positive,"['thầy', 'dạy', 'hay', 'vui', 'có', 'thông', 'thú_vị', 'colonsmilesmile']","thầy dạy hay , vui tính , có nhiều thông tin thú vị colonsmilesmile ."
2.0,positive,negative,"['phòng', 'lab', 'khoa', 'mạng', 'có', 'chất', 'khá', 'thấp']",phòng lab khoa mạng có chất lượng khá thấp .
3.0,positive,positive,"['giảng_viên', 'nhiệt_tình', 'tập', 'đa_dạng', 'hướng', 'nhiệt_tình']","giảng viên nhiệt tình , cho bài tập đa dạng , và hướng dẫn nhiệt tình ."
-3.0,negative,negative,"['sở', 'vật_chất', 'máy', 'trường', 'cần', 'được', 'nâng']",cơ sở vật chất máy tính trường cần được nâng cấp .
2.0,positive,positive,"['thầy', 'dạy', 'nhiệt_tình', 'dễ', 'tiếp_thu']","thầy dạy nhiệt tình , dễ tiếp thu ."
-1.0,negative,negative,"['môn_học', 'cần', 'vận_dụng', 'tối_đa', 'lý_thuyết', 'thực_hành']",môn học cần vận dụng tối đa giữa lý thuyết và thực hành .
2.0,positive,positive,"['giáo_viên', 'truyền_đạt', 'dễ', 'hiểu']",giáo viên truyền đạt dễ hiểu .
-2.0,negative,negative,"['hơi', 'bắt_bẻ']",hơi bắt bẻ .
0.0,negative,positive,"['giảng_viên', 'nhiệt_tình', 'kiểm_tra', 'lại', 'kiến_thức']","giảng viên nhiệt tình , kiểm tra lại kiến thức buổi trước ."
2.0,positive,negative,"['nên', 'có_học', 'giảng_viên', 'có', 'môi_trường', 'thực_hành', 'giao_tiếp', 'thực_tế', 'được', 'xứ', 'phát_âm', 'tốt']","nên có những buổi học với giảng viên nước ngoài để có môi trường thực hành giao tiếp một cách thực tế , được xem cách người người bản xứ phát âm thì sẽ tốt hơn rất nhiều ."
2.0,positive,positive,"['giảng', 'dễ', 'hiểu']",bài giảng rất dễ hiểu .
-2.0,negative,negative,"['nên', 'tập_trung', 'giảng_dạy', '5', '_', '15', 'phút', 'tiếng', 'slide']",cô nên tập trung vào việc giảng dạy hơn là dành 5 - 15 phút để hỏi từng từ tiếng anh trong slide .
4.0,positive,positive,"['giáo_viên', 'dạy', 'dễ', 'hiểu', 'dễ', 'tiếp_thu', 'thu_hút', 'học_sinh']","giáo viên dạy dễ hiểu , dễ tiếp thu , thu hút học sinh ."
-2.0,negative,negative,"['môn', 'hay', 'nhiên', 'thời_gian', 'học', 'ít', 'sinh_viên', 'vận_dụng', 'chưa_được', 'thực_tế']","môn này hay , tuy nhiên thời gian học quá ít , sinh viên vận dụng chưa được nhiều trong thực tế ."
3.0,positive,positive,"['thầy', 'giảng_dạy', 'lôi_cuốn', 'dễ', 'hiểu']",thầy giảng dạy rất lôi cuốn và dễ hiểu .
-4.0,negative,negative,"['thầy', 'dạy', 'lý_thuyết', 'khô_khan', 'khó_hiểu', 'không', 'trọng', 'giải', 'tập', 'lớp']","thầy dạy nhiều lý thuyết , khô khan và khó hiểu , không chú trọng giải bài tập nhiều cho lớp ."
1.0,positive,positive,"['giảng', 'kỹ']",giảng rất kỹ .
-1.0,negative,negative,"['30', 'fraction', '4', 'giảng_viên', 'không', 'lớp']",sau 30 fraction 4 giảng viên không đến lớp .
1.0,positive,positive,"['giáo_viên', 'đúng', 'nhiệt_tình', 'chỉ', 'sinh_viên']","giáo viên đến đúng giờ , nhiệt tình chỉ dẫn sinh viên ."
-1.0,negative,negative,"['đôi', 'hơi_sợ']",đôi lúc hơi sợ .
2.0,positive,positive,"['môn_học', 'hay', 'giảng_viên', 'truyền_đạt', 'tốt']","môn học hay , giảng viên truyền đạt tốt ."
-2.0,negative,negative,"['chương_trình', 'trường', 'không', 'sát', 'thực_tiễn']",chương trình của trường mình ngày càng không sát thực tiễn .
2.0,positive,positive,"['dạy', 'hay', 'truyền_đạt', 'tốt']","dạy hay , cách truyền đạt tốt ."
0.0,negative,negative,"['tuần', 'kỳ', 'thi', 'kỳ', 'được', 'diễn', 'thầy', 'nghỉ', 'không', 'báo']",tuần cuối trước khi kỳ thi cuối kỳ được diễn ra thầy nghỉ mà không báo trước .
0.0,negative,positive,"['hài', 'thầy']",em đã rất hài lòng về thầy rồi .
-1.0,negative,negative,"['phải', 'ràng', 'tập', 'moodle', 'ví_dụ']",phải rõ ràng hơn về phần bài tập moodle ví dụ như điểm số .
4.0,positive,positive,"['thầy', 'hiền', 'dạy', 'dễ', 'hiểu', 'tận_tâm']","thầy hiền , dạy dễ hiểu , tận tâm ."
1.0,positive,negative,"['thầy', 'chủ_yếu', 'đọc', 'slide', 'ít', 'ví_dụ', 'cụ_thể']","thầy chủ yếu đọc slide , ít lấy ví dụ cụ thể ."
0.0,negative,positive,['hài'],hài lòng .
-1.0,negative,negative,"['không', 'hiểu', 'chương_trình', 'chất', 'cao', 'lại', 'bọn', 'học', 'phòng', 'kém', 'hiệu_quả']",em không hiểu sao chương trình chất lượng cao mà lại cho bọn em học phòng kém hiệu quả như vậy .
1.0,positive,positive,"['chăm_lo', 'sinh_viên']",chăm lo cho sinh viên .
2.0,positive,negative,"['đề_nghị', 'sinh_viên', 'tuần', 'học', 'xếp', 'sinh_viên', 'không', 'phải', 'bị', 'mất', 'lý', 'học', 'tuần', 'mới', 'liên_tục', 'cảm_ơn']",đề nghị là cho sinh viên tuần nào cũng học hoặc sắp xếp như thế nào để sinh viên không phải bị mất bài vì lý do học cách tuần trong khi đó bài mới thì liên tục em cảm ơn .
3.0,positive,positive,"['giảng_viên', 'nhiệt_tình', 'truyền_đạt', 'dễ', 'hiểu']",giảng viên nhiệt tình truyền đạt dễ hiểu .
-1.0,negative,negative,"['khó', 'giao_tiếp', 'ngôn_ngữ']",khó nghe trong việc giao tiếp ngôn ngữ .
2.0,positive,positive,"['thầy', 'dạy', 'nhiệt_tình', 'tận_tâm']",thầy dạy nhiệt tình tận tâm .
-2.0,negative,negative,"['chương_trình', 'học', 'khá', 'nặng', 'vả', 'thời_gian', 'có_hạn', 'khó', 'bắt', 'kịp']","chương trình học còn khá nặng vả thời gian có hạn , khó để bắt kịp ."
0.0,negative,positive,"['đóng_góp', 'chỉ', 'mong', 'lớp', 'xử_lý', 'ngôn_ngữ', 'nhiên', 'đông', 'sinh_viên']",em đóng góp cũng chỉ mong để sau này các lớp xử lý ngôn ngữ tự nhiên đông hơn và nhiều sinh viên chọn hơn .
0.0,negative,negative,"['sửa', 'lại', 'máy_chiếu', 'điển_hình', 'phòng', 'wzjwz150']",sửa lại các máy chiếu điển hình là phòng wzjwz150 .
2.0,positive,positive,"['giảng_dạy', 'dễ', 'hiểu']",giảng dạy dễ hiểu .
-1.0,negative,negative,"['ít', 'ví_dụ']",dẫn ít ví dụ .
1.0,positive,positive,"['giảng_dạy', 'kỹ_lưỡng', 'học']",giảng dạy kỹ lưỡng bài học .
-2.0,negative,negative,"['không', 'thích_nhất', 'kia']",còn điều không thích nhất vẫn giống cái kia thôi .
3.0,positive,positive,"['xuyên', 'bổ_trợ', 'kiến_thức', 'sinh_viên', 'kỹ_năng', 'đọc', 'viết']","cô thường xuyên bổ trợ kiến thức cho sinh viên về các kỹ năng nghe , nói đọc viết ."
-2.0,negative,negative,"['nên', 'nâng', 'hệ_thống', 'phòng', 'thí_nghiệm']",nên nâng cấp hệ thống phòng thí nghiệm .
2.0,positive,positive,"['thầy', 'cực_kỳ', 'vui_vẻ', 'lại', 'dạy', 'dễ', 'hiểu']","thầy cực kỳ vui vẻ , lại dạy dễ hiểu ."
2.0,positive,negative,"['môn_học', 'có', 'kiến_thức', 'chuyên_sâu', 'yêu_cầu', 'cao', 'trường', 'không', 'khối', 'kinh_tế', 'công_nghệ_thông']",môn học có quá nhiều kiến thức chuyên sâu và yêu cầu quá cao với một trường không thuộc khối kinh tế như công nghệ thông tin .
3.0,positive,positive,"['giảng', 'hay', 'dễ', 'hiểu']",giảng bài hay dễ hiểu .
0.0,negative,negative,['học'],học để làm gì !
1.0,positive,positive,"['thầy', 'giảng', 'hay']",thầy giảng bài hay !
1.0,positive,negative,"['cần', 'thêm', 'thiết_bị', 'hỗ_trợ', 'học_tập']",cần thêm nhiều thiết bị hỗi trợ học tập .
3.0,positive,positive,"['thầy', 'nhiệt_tình', 'thầy', 'giúp', 'sinh_viên', 'chủ_động']","thầy rất nhiệt tình , thầy giúp sinh viên chủ động hơn ."
-2.0,negative,negative,"['ít', 'kiểm_tra', 'lớp']",ít kiểm tra trên lớp .
1.0,positive,positive,"['giảng_viên', 'dạy', 'nhiệt_tình']",giảng viên dạy nhiệt tình .
-1.0,negative,negative,"['giáo_viên', 'giảng', 'khó_hiểu']",giáo viên giảng còn khó hiểu .
-1.0,negative,positive,"['thầy', 'dạy', 'có', 'tâm', 'thuyết_trình', 'thầy', 'lại', 'đề_tài', 'thuyết_trình', '?']","thầy dạy có tâm , sau mỗi nhóm thuyết trình thầy sẽ nói lại đề tài mà nhóm thuyết trình là gì ?"
1.0,positive,negative,"['hy_vọng', 'thầy', 'tập']",em hy vọng thầy sẽ cho nhiều bài tập hơn .
2.0,positive,positive,"['thầy', 'chỉ', 'dạy', 'tận_tình', 'giải_đáp', 'thắc_mắc', 'sinh_viên', 'cung', 'giảng', 'hiệu_quả']","thầy chỉ dạy rất tận tình , giải đáp mọi thắc mắc của sinh viên , cung cấp bài giảng hiệu quả ."
-1.0,negative,negative,"['giảng_viên', 'nên', 'sửa', 'tập']",giảng viên nên sửa các bài tập về nhà .
3.0,positive,positive,"['nhiệt_tình', 'truyền_đạt', 'dễ', 'hiểu']","nhiệt tình , truyền đạt dễ hiểu ."
0.0,negative,negative,"['thầy', 'giảng_giải', 'nhanh']","thầy giảng bài , giải bài còn quá nhanh ."
1.0,positive,positive,"['dễ', 'hiểu', 'thể', 'học_sinh', 'yếu', 'trung_bình', 'khá']","dễ hiểu với mọi thể loại học sinh yếu , trung bình , khá ."
-1.0,negative,negative,"['diễn_đạt', 'khó_hiểu']",cách diễn đạt của cô rất khó hiểu .
4.0,positive,positive,"['hướng', 'chi_tiết', 'ràng', 'chứng', 'cụ_thể', 'liên_hệ', 'thực_tế']",hướng dẫn chi tiết rõ ràng dẫn chứng cụ thể liên hệ thực tế .
-1.0,negative,negative,"['thành_viên', 'chịu_thua']",các thành viên khác chịu thua .
2.0,positive,positive,"['kiến_thức', 'thầy', 'rất_rộng']",kiến thức của thầy rất rộng .
-4.0,negative,negative,"['nên', 'có', 'thực_hành', 'source', 'code', 'bỏ', 'mấy', 'lý_thuyết', 'linh_tinh', 'đi']","nên có một số bài thực hành về source code luôn , bỏ mấy bài lý thuyết linh tinh đi ."
0.0,negative,positive,"['giảng_viên', 'startup', 'sinh_viên']",giảng viên nói nhiều về startup cho sinh viên .
-1.0,negative,negative,"['tập', 'danh', '5', '_', '10', '%', 'kiểm_tra', 'lớp']",cho bài tập làm nhiều hơn điểm danh lấy điểm 5 - 10% cho bài kiểm tra trên lớp nhiều hơn .
4.0,positive,positive,"['thầy', 'vui', 'giảng', 'dễ', 'hiểu', 'dạy', 'tốt']","thầy vui tính , giảng bài dễ hiểu , dạy tốt ."
-5.0,negative,negative,"['giảng', 'hơi', 'lan_man', 'khiến', 'sinh_viên', 'bị', 'rối', 'trình', 'học']","cô giảng hơi lan man , khiến sinh viên bị rối trong quá trình học ."
1.0,positive,positive,"['giảng_viên', 'nhiệt_tình', 'giảng_dạy']",giảng viên nhiệt tình trong giảng dạy .
-2.0,negative,negative,"['đề_cương', 'vắn_tắt', 'nên', 'cụ_thể']","đề cương vắn tắt , nên cụ thể hơn ."
2.0,positive,positive,"['thầy', 'max', 'đẹp_trai']",thầy max đẹp trai .
-2.0,negative,negative,"['dạy', 'chưa', 'hiểu']",dạy chưa hiểu rõ bài .
1.0,positive,positive,"['giảng_viên', 'đúng']",giảng viên luôn đúng giờ .
-3.0,negative,negative,"['thầy', 'nên', 'bổ_sung', 'hình_vẽ', 'slide', 'giảng', 'ít', 'giảng', 'thầy', 'rời', 'ghế', 'vẽ', 'bảng', 'sinh_viên', 'dễ', 'hình_dung']","em nghĩ thầy nên bổ sung hình vẽ vào slide bài giảng , hoặc ít nhất trong lúc giảng thầy rời ghế và vẽ lên bảng cho sinh viên dễ hình dung ."
5.0,positive,positive,"['giáo', 'nhiệt_tình', 'tận_tâm', 'dễ', 'gần', 'hứng_thú', 'học_tập']","cô giáo rất nhiệt tình , tận tâm và dễ gần , tạo hứng thú trong học tập ."
-2.0,negative,negative,"['cần', 'hướng', 'phương_pháp', 'lập_trình', 'nữa', 'đồ_án', 'code', 'multiagent']",cần hướng dẫn phương pháp lập trình rõ hơn nữa với đồ án code multiagent .
1.0,positive,positive,"['cần_kiệm', 'liêm', 'chính']","cần , kiệm , liêm , chính ."
-4.0,negative,negative,"['văn', 'trở_thành', 'ngôn_ngữ', 'hai', 'cần', 'phải', 'sử_dụng', 'tiếng', 'liên_tục', 'thắm', 'sương', 'tủy', 'trường', 'tập_trung', 'dạy', 'kiểu', 'phổ_thông', 'tức', 'học', 'chỉ', 'nên', 'trường', 'phương_pháp', 'học', 'văn', 'giao_tiếp', 'đừng', 'kiểm_tra', 'hay']","nếu muốn anh văn trở thành ngôn ngữ thứ hai thì cần phải sử dụng tiếng anh liên tục để nó thắm vào sương tủy , nhưng trường vẫn quá tập trung vào cách dạy theo kiểu phổ thông tức là học chỉ lấy điểm số nên tôi muốn nhà trường hãy tạo một phương pháp là học anh văn là vì giao tiếp chứ đừng vì những bài kiểm tra hay điểm số ."
1.0,positive,positive,"['thầy', 'vui_vẻ', 'sinh_viên']",thầy vui vẻ với sinh viên .
1.0,positive,negative,"['nên', 'giảm', 'tiết', 'tăng', 'dạy']",nên giảm tiết và tăng ngày dạy .
